road,id,model_type,condition,name,lat,lon,length
N1,201062.0,bridge,C,bridge 527,21.0340308457564,92.2407063719557,32.1
N1,201063.0,link,,link 532,21.03099265691775,92.24114609826594,696.0
N1,201064.0,bridge,A,bridge 528,21.0279544680791,92.2415858245762,4.4
N1,201065.0,link,,link 533,21.0268071699247,92.2416949972163,253.0
N1,201066.0,bridge,A,bridge 529,21.0256598717703,92.2418041698564,2.9
N1,201067.0,link,,link 534,21.022734309438853,92.24230909877114,689.0
N1,201068.0,bridge,A,bridge 530,21.0198087471074,92.2428140276859,2.8
N1,201069.0,link,,link 535,21.018575251573,92.24332625200715,308.0
N1,201070.0,bridge,A,bridge 531,21.0173417560386,92.2438384763284,2.8
N1,201071.0,link,,link 536,21.016635395206798,92.2442975881642,187.0
N1,201072.0,bridge,A,bridge 532,21.015929034375,92.2447567,1.9
N1,201073.0,link,,link 537,21.0128488406052,92.2471472120253,863.0
N1,201074.0,bridge,C,bridge 533,21.0097686468354,92.2495377240506,45.6
N1,201075.0,link,,link 538,21.0077969715309,92.25090878148279,540.0
N1,201076.0,bridge,B,bridge 534,21.0058252962264,92.252279838915,2.8
N1,201077.0,link,,link 539,21.002615596427802,92.2530006327159,751.0
N1,201078.0,bridge,C,bridge 535,20.9994058966292,92.2537214265168,12.5
N1,201079.0,link,,link 540,20.9943820795814,92.25414632963304,1163.0
N1,201080.0,bridge,C,bridge 536,20.9893582625336,92.2545712327493,29.9
N1,201081.0,link,,link 541,20.98534499073985,92.2533423579105,957.0
N1,201082.0,bridge,C,bridge 537,20.9813317189461,92.2521134830717,1.2
N1,201083.0,link,,link 542,20.98017984815015,92.2516681649663,275.0
N1,201084.0,bridge,C,bridge 538,20.9790279773542,92.2512228468609,36.6
N1,201085.0,link,,link 543,20.975787564767423,92.2502721150941,374.0
N1,201086.0,bridge,A,bridge 539,20.97254715218065,92.2493213833273,2.0
N1,201087.0,link,,link 544,20.972912664592023,92.24934874927105,317.0
N1,201088.0,bridge,C,bridge 540,20.9732781770034,92.2493761152148,30.4
N1,201089.0,link,,link 545,20.9705657960647,92.24917410508635,653.0
N1,201090.0,bridge,B,bridge 541,20.967853415126,92.2489720949579,8.8
N1,201091.0,link,,link 546,20.96602134858465,92.25042693261825,527.0
N1,201092.0,bridge,A,bridge 542,20.9641892820433,92.2518817702786,1.2
N1,201093.0,link,,link 547,20.96280621334305,92.25256788156784,345.0
N1,201094.0,bridge,A,bridge 543,20.9614231446428,92.2532539928571,9.2
N1,201095.0,link,,link 548,20.960684070003502,92.25348636596495,175.0
N1,201096.0,bridge,C,bridge 544,20.9599449953642,92.2537187390728,41.75
N1,201097.0,link,,link 549,20.95852250415265,92.25418569894815,338.0
N1,201098.0,bridge,A,bridge 545,20.9571000129411,92.2546526588235,1.2
N1,201099.0,link,,link 550,20.953122572606,92.25653677343564,1007.0
N1,201100.0,bridge,C,bridge 546,20.9491451322709,92.2584208880478,36.35
N1,201101.0,link,,link 551,20.948384685980624,92.25897335298302,153.0
N1,201102.0,bridge,A,bridge 547,20.94762423969035,92.25952581791825,2.1
N1,201103.0,link,,link 552,20.946737516101827,92.25992955895913,344.0
N1,201104.0,bridge,A,bridge 548,20.9458507925133,92.2603333,1.2
N1,201105.0,link,,link 553,20.9443196576928,92.260465056117,385.0
N1,201106.0,bridge,C,bridge 549,20.9427885228723,92.260596812234,38.3
N1,201107.0,link,,link 554,20.940046891436147,92.26148589111699,656.0
N1,201108.0,bridge,B,bridge 550,20.93730526,92.26237497,50.3
N1,201109.0,link,,link 555,20.93486564597935,92.262994185,577.0
N1,201110.0,bridge,B,bridge 551,20.9324260319587,92.2636134,13.5
N1,201111.0,link,,link 556,20.93215090219065,92.26366301249999,63.0
N1,201112.0,bridge,B,bridge 552,20.9318757724226,92.263712625,13.5
N1,201113.0,link,,link 557,20.931137725901998,92.26384571249994,169.0
N1,201114.0,bridge,A,bridge 553,20.9303996793814,92.2639787999999,2.7
N1,201115.0,link,,link 558,20.9292685334407,92.26413999843746,257.0
N1,201116.0,bridge,C,bridge 554,20.9281373875,92.264301196875,34.45
N1,201117.0,link,,link 559,20.92676320779195,92.26462317770255,322.0
N1,201118.0,bridge,D,bridge 555,20.9253890280839,92.2649451585301,2.7
N1,201119.0,link,,link 560,20.9231583368721,92.2661989832273,578.0
N1,201120.0,bridge,C,bridge 556,20.9209276456603,92.2674528079245,37.6
N1,201121.0,link,,link 561,20.9199079228301,92.26808022896225,269.0
N1,201122.0,bridge,A,bridge 557,20.9188881999999,92.26870765,1.2
N1,201123.0,link,,link 562,20.91844216999995,92.26890427214285,111.0
N1,201124.0,bridge,A,bridge 558,20.91799614,92.2691008942857,6.0
N1,201125.0,link,,link 563,20.917351319019602,92.26947901871145,168.0
N1,201126.0,bridge,C,bridge 559,20.9167064980392,92.2698571431372,6.0
N1,201127.0,link,,link 564,20.91603861022645,92.27029055691341,175.0
N1,201128.0,bridge,B,bridge 560,20.9153707224137,92.2707239706896,1.2
N1,201129.0,link,,link 565,20.91500290172405,92.27096533620684,96.0
N1,201130.0,bridge,A,bridge 561,20.9146350810344,92.2712067017241,2.8
N1,201131.0,link,,link 566,20.913655118483298,92.271963911879,293.0
N1,201132.0,bridge,B,bridge 562,20.9126751559322,92.2727211220339,34.0
N1,201133.0,link,,link 567,20.91214972729345,92.27303176146535,144.0
N1,201134.0,bridge,A,bridge 563,20.9116242986547,92.2733424008968,1.3
N1,201135.0,link,,link 568,20.9110263973094,92.27374100179364,160.0
N1,201136.0,bridge,C,bridge 564,20.9104284959641,92.2741396026905,26.5
N1,201137.0,link,,link 569,20.91012580840805,92.27434139439455,81.0
N1,201138.0,bridge,A,bridge 565,20.909823120852,92.2745431860986,10.6
N1,201139.0,link,,link 570,20.909640013565,92.27466525762324,49.0
N1,201140.0,bridge,A,bridge 566,20.909456906278,92.2747873291479,10.6
N1,201141.0,link,,link 571,20.9087445170045,92.275238957221,192.0
N1,201142.0,bridge,C,bridge 567,20.908032127731,92.2756905852941,29.65
N1,201143.0,link,,link 572,20.90737234161365,92.27613144551646,77.0
N1,201144.0,bridge,A,bridge 568,20.9067125554963,92.2765723057388,2.8
N1,201145.0,link,,link 573,20.9060088462413,92.27707310081459,299.0
N1,201146.0,bridge,A,bridge 569,20.9053051369863,92.2775738958904,2.8
N1,201147.0,link,,link 574,20.90493849607045,92.27782536701736,100.0
N1,201148.0,bridge,C,bridge 570,20.9045718551546,92.2780768381443,17.5
N1,201149.0,link,,link 575,20.90413155953605,92.27838503556694,123.0
N1,201150.0,bridge,C,bridge 571,20.9036912639175,92.2786932329896,8.3
N1,201151.0,link,,link 576,20.90344701885195,92.278868945621,72.0
N1,201152.0,bridge,B,bridge 572,20.9032027737864,92.2790446582524,6.1
N1,201153.0,link,,link 577,20.902543853291903,92.2794591239815,190.0
N1,201154.0,bridge,B,bridge 573,20.9018849327974,92.2798735897106,23.0
N1,201155.0,link,,link 578,20.89949189354155,92.2824671781886,816.0
N1,201156.0,bridge,B,bridge 574,20.8970988542857,92.2850607666666,15.1
N1,201157.0,link,,link 579,20.896094234285698,92.286506572619,386.0
N1,201158.0,bridge,A,bridge 575,20.8950896142857,92.2879523785714,9.0
N1,201159.0,link,,link 580,20.89368036416035,92.28946820595235,462.0
N1,201160.0,bridge,B,bridge 576,20.892271114035,92.2909840333333,9.0
N1,201161.0,link,,link 581,20.891214783297798,92.29335105669361,586.0
N1,201162.0,bridge,C,bridge 577,20.8901584525606,92.2957180800539,37.3
N1,201163.0,link,,link 582,20.886988519476475,92.29707875168305,882.0
N1,201164.0,bridge,C,bridge 578,20.88381858639235,92.2984394233122,1.5
N1,201165.0,link,,link 583,20.882401904681075,92.2981084116561,432.0
N1,201166.0,bridge,C,bridge 579,20.8809852229698,92.2977774,35.9
N1,201167.0,link,,link 584,20.8719509614849,92.2979302,2141.0
N1,201168.0,sourcesink,,ss,20.8629167,92.298083,0.0
N102,201169.0,sourcesink,,ss,23.4789716,91.1181938,0.0
N102,201170.0,link,,link 586,23.4827769683183,91.1158056602102,984.0
N102,201171.0,bridge,A,bridge 580,23.4865823366366,91.1134175204204,3.0
N102,201172.0,link,,link 587,23.4901701026933,91.10996222349145,1075.0
N102,201173.0,bridge,A,bridge 581,23.49375786875,91.1065069265625,1.5
N102,201174.0,link,,link 588,23.49503694400955,91.10621365879621,304.0
N102,201175.0,bridge,A,bridge 582,23.4963160192691,91.1059203910299,1.6
N102,201176.0,link,,link 589,23.496965543828097,91.10576152486975,148.0
N102,201177.0,bridge,A,bridge 583,23.4976150683871,91.1056026587096,1.4
N102,201178.0,link,,link 590,23.504375211205,91.10189185119384,1738.0
N102,201179.0,bridge,B,bridge 584,23.5111353540229,91.0981810436781,2.5
N102,201180.0,link,,link 591,23.52162956001145,91.09087952683905,2787.0
N102,201181.0,bridge,C,bridge 585,23.532123766,91.08357801,3.75
N102,201182.0,link,,link 592,23.53714193738595,91.0791194922807,1439.0
N102,201183.0,bridge,A,bridge 586,23.5421601087719,91.0746609745614,17.8
N102,201184.0,link,,link 593,23.5460132562433,91.0705261757651,1210.0
N102,201185.0,bridge,A,bridge 587,23.5498664037147,91.0663913769688,3.0
N102,201186.0,link,,link 594,23.5527244063517,91.06398469016975,845.0
N102,201187.0,bridge,A,bridge 588,23.5555824089887,91.0615780033707,0.9
N102,201188.0,link,,link 595,23.55800076129435,91.05854835568535,1346.0
N102,201189.0,bridge,A,bridge 589,23.5604191136,91.055518708,3.2
N102,201190.0,link,,link 596,23.558187892283847,91.05533866260214,90.0
N102,201191.0,bridge,C,bridge 590,23.5559566709677,91.0551586172043,3.0
N102,201192.0,link,,link 597,23.5649648820848,91.05703140352824,994.0
N102,201193.0,bridge,B,bridge 591,23.5739730932019,91.0589041898522,6.0
N102,201194.0,link,,link 598,23.57801242691345,91.0471907302386,2149.0
N102,201195.0,bridge,A,bridge 592,23.582051760625,91.035477270625,5.7
N102,201196.0,link,,link 599,23.584964923148497,91.02601451160496,2209.0
N102,201197.0,bridge,A,bridge 593,23.587878085672,91.0165517525849,3.0
N102,201198.0,link,,link 600,23.589408765727548,91.01237896424425,893.0
N102,201199.0,bridge,C,bridge 594,23.5909394457831,91.0082061759036,6.2
N102,201200.0,link,,link 601,23.59252234167605,91.00422750563135,911.0
N102,201201.0,bridge,A,bridge 595,23.594105237569,91.0002488353591,6.0
N102,201202.0,link,,link 602,23.595121460985048,90.99893252032575,357.0
N102,201203.0,bridge,A,bridge 596,23.5961376844011,90.9976162052924,2.5
N102,201204.0,link,,link 603,23.60179930139595,90.99311150925536,1658.0
N102,201205.0,bridge,B,bridge 597,23.6074609183908,90.9886068132183,4.6
N102,201206.0,link,,link 604,23.60853272236675,90.98742291504905,341.0
N102,201207.0,bridge,A,bridge 598,23.6096045263427,90.9862390168798,1.3
N102,201208.0,link,,link 605,23.6097224930946,90.98608027033245,41.0
N102,201209.0,bridge,A,bridge 599,23.6098404598465,90.9859215237851,2.8
N102,201210.0,link,,link 606,23.61291690649225,90.98173436196225,1150.0
N102,201211.0,bridge,A,bridge 600,23.615993353138,90.9775472001394,9.6
N102,201212.0,link,,link 607,23.61942492535735,90.97538185669325,895.0
N102,201213.0,bridge,A,bridge 601,23.6228564975767,90.9732165132471,33.425
N102,201214.0,link,,link 608,23.628154245618447,90.97200646182691,1244.0
N102,201215.0,bridge,A,bridge 602,23.6334519936602,90.9707964104067,113.85
N102,201216.0,link,,link 609,23.637795448790847,90.97092318796476,983.0
N102,201217.0,bridge,A,bridge 603,23.6421389039215,90.9710499655228,9.4
N102,201218.0,link,,link 610,23.64579383592575,90.97117221366514,823.0
N102,201219.0,bridge,A,bridge 604,23.64944876793,90.9712944618075,9.3
N102,201220.0,link,,link 611,23.653279815921998,90.9752908150666,1253.0
N102,201221.0,bridge,B,bridge 605,23.657110863914,90.9792871683257,6.1
N102,201222.0,link,,link 612,23.657686727545197,90.98026088916285,239.0
N102,201223.0,bridge,C,bridge 606,23.6582625911764,90.98123461,51.225
N102,201224.0,link,,link 613,23.65944953820565,90.9832297117114,488.0
N102,201225.0,bridge,A,bridge 607,23.6606364852349,90.9852248134228,12.3
N102,201226.0,link,,link 614,23.662382855408097,90.98807412531605,706.0
N102,201227.0,bridge,A,bridge 608,23.6641292255813,90.9909234372093,6.0
N102,201228.0,link,,link 615,23.66461568924805,90.99170812219205,209.0
N102,201229.0,bridge,C,bridge 609,23.6651021529148,90.9924928071748,46.0
N102,201230.0,link,,link 616,23.66590684255905,90.99374436799414,332.0
N102,201231.0,bridge,A,bridge 610,23.6667115322033,90.9949959288135,12.6
N102,201232.0,link,,link 617,23.6686851840442,90.99805380675124,721.0
N102,201233.0,bridge,C,bridge 611,23.6706588358851,91.001111684689,26.65
N102,201234.0,link,,link 618,23.67196837068225,91.0031937731664,520.0
N102,201235.0,bridge,B,bridge 612,23.6732779054794,91.0052758616438,4.5
N102,201236.0,link,,link 619,23.6737547283807,91.00602645774495,188.0
N102,201237.0,bridge,B,bridge 613,23.674231551282,91.0067770538461,6.0
N102,201238.0,link,,link 620,23.675830305481,91.00926044748304,624.0
N102,201239.0,bridge,C,bridge 614,23.67742905968,91.01174384112,12.6
N102,201240.0,link,,link 621,23.6794319741179,91.01477826340741,761.0
N102,201241.0,bridge,C,bridge 615,23.6814348885558,91.0178126856948,9.5
N102,201242.0,link,,link 622,23.6824857651112,91.0193504678474,383.0
N102,201243.0,bridge,C,bridge 616,23.6835366416666,91.02088825,9.2
N102,201244.0,link,,link 623,23.684022354723098,91.0232841449499,609.0
N102,201245.0,bridge,A,bridge 617,23.6845080677796,91.0256800398998,9.4
N102,201246.0,link,,link 624,23.68649096953495,91.0268733428531,318.0
N102,201247.0,bridge,C,bridge 618,23.6884738712903,91.0280666458064,3.0
N102,201248.0,link,,link 625,23.690006471166697,91.03013411121256,550.0
N102,201249.0,bridge,A,bridge 619,23.6915390710431,91.0322015766187,9.5
N102,201250.0,link,,link 626,23.6933068791997,91.03475021474611,626.0
N102,201251.0,bridge,C,bridge 620,23.6950746873563,91.0372988528735,35.5
N102,201252.0,link,,link 627,23.69707803927285,91.04011195022525,800.0
N102,201253.0,bridge,B,bridge 621,23.6990813911894,91.042925047577,9.3
N102,201254.0,link,,link 628,23.6999857871201,91.04414709666986,266.0
N102,201255.0,bridge,A,bridge 622,23.7008901830508,91.0453691457627,6.5
N102,201256.0,link,,link 629,23.7022525105438,91.0472673593844,496.0
N102,201257.0,bridge,A,bridge 623,23.7036148380368,91.0491655730061,12.2
N102,201258.0,link,,link 630,23.7041085549465,91.04980781973654,174.0
N102,201259.0,bridge,A,bridge 624,23.7046022718562,91.050450066467,12.2
N102,201260.0,link,,link 631,23.70615186870715,91.0524652710007,521.0
N102,201261.0,bridge,C,bridge 625,23.7077014655581,91.0544804755344,12.6
N102,201262.0,link,,link 632,23.70872308813615,91.0557187726356,339.0
N102,201263.0,bridge,A,bridge 626,23.7097447107142,91.0569570697368,4.8
N102,201264.0,link,,link 633,23.7104333571428,91.0577652473684,218.0
N102,201265.0,bridge,A,bridge 627,23.7111220035714,91.058573425,4.65
N102,201266.0,link,,link 634,23.7127658852719,91.06062308497705,535.0
N102,201267.0,bridge,A,bridge 628,23.7144097669724,91.0626727449541,12.5
N102,201268.0,link,,link 635,23.71575199739275,91.064298276511,462.0
N102,201269.0,bridge,A,bridge 629,23.7170942278131,91.0659238080679,6.2
N102,201270.0,link,,link 636,23.719267158643348,91.0686264079813,737.0
N102,201271.0,bridge,B,bridge 630,23.7214400894736,91.0713290078947,17.2
N102,201272.0,link,,link 637,23.7230788498388,91.0736444616004,602.0
N102,201273.0,bridge,B,bridge 631,23.724717610204,91.0759599153061,53.355000000000004
N102,201274.0,link,,link 638,23.72830929349205,91.07832724464996,969.0
N102,201275.0,bridge,B,bridge 632,23.7319009767801,91.0806945739938,12.3
N102,201276.0,link,,link 639,23.7412891380394,91.0867437816673,2448.0
N102,201277.0,bridge,A,bridge 633,23.7506772992987,91.0927929893408,12.2
N102,201278.0,link,,link 640,23.752676976514998,91.0950348245211,647.0
N102,201279.0,bridge,A,bridge 634,23.7546766537313,91.0972766597014,41.75
N102,201280.0,link,,link 641,23.755557502337297,91.0983212353538,309.0
N102,201281.0,bridge,B,bridge 635,23.7564383509433,91.0993658110062,18.6
N102,201282.0,link,,link 642,23.7583515418779,91.1015974242531,610.0
N102,201283.0,bridge,A,bridge 636,23.7602647328125,91.1038290375,6.0
N102,201284.0,link,,link 643,23.7646529223246,91.1088553598384,1420.0
N102,201285.0,bridge,A,bridge 637,23.7690411118367,91.1138816821768,15.75
N102,201286.0,link,,link 644,23.771583067945798,91.11678967974814,818.0
N102,201287.0,bridge,C,bridge 638,23.7741250240549,91.1196976773195,12.0
N102,201288.0,link,,link 645,23.7774967786941,91.1237044115764,1101.0
N102,201289.0,bridge,B,bridge 639,23.7808685333333,91.1277111458333,12.6
N102,201290.0,link,,link 646,23.7823498663725,91.1299223893872,555.0
N102,201291.0,bridge,B,bridge 640,23.7838311994117,91.1321336329411,16.06
N102,201292.0,link,,link 647,23.78723308614985,91.137387745056,1320.0
N102,201293.0,bridge,A,bridge 641,23.790634972888,91.1426418571709,12.2
N102,201294.0,link,,link 648,23.7916006880569,91.14412183987575,374.0
N102,201295.0,bridge,C,bridge 642,23.7925664032258,91.1456018225806,18.950000000000003
N102,201296.0,link,,link 649,23.7959642982131,91.14761758473695,932.0
N102,201297.0,bridge,B,bridge 643,23.7993621932004,91.1496333468933,19.0
N102,201298.0,link,,link 650,23.80228270752295,91.1503221604523,680.0
N102,201299.0,bridge,B,bridge 644,23.8052032218455,91.1510109740113,49.7
N102,201300.0,link,,link 651,23.8090272499471,91.15180130895685,843.0
N102,201301.0,bridge,B,bridge 645,23.8128512780487,91.1525916439024,36.8
N102,201302.0,link,,link 652,23.820581579446852,91.153753116646,1746.0
N102,201303.0,bridge,B,bridge 646,23.828311880845,91.1549145893896,8.7
N102,201304.0,link,,link 653,23.8295370810362,91.15509483729406,283.0
N102,201305.0,bridge,A,bridge 647,23.8307622812274,91.1552750851985,4.6
N102,201306.0,link,,link 654,23.83703774515915,91.15612716078104,1420.0
N102,201307.0,bridge,B,bridge 648,23.8433132090909,91.1569792363636,166.72
N102,201308.0,link,,link 655,23.851227258706302,91.15669284065055,1915.0
N102,201309.0,bridge,B,bridge 649,23.8591413083217,91.1564064449375,34.2
N102,201310.0,link,,link 656,23.8604859671238,91.1550513076539,437.0
N102,201311.0,bridge,B,bridge 650,23.8618306259259,91.1536961703703,3.0
N102,201312.0,link,,link 657,23.863359328727853,91.15176419479334,537.0
N102,201313.0,bridge,C,bridge 651,23.8648880315298,91.1498322192164,15.19
N102,201314.0,link,,link 658,23.8699411003603,91.1453681947223,1186.0
N102,201315.0,bridge,B,bridge 652,23.8749941691908,91.1409041702282,27.3
N102,201316.0,link,,link 659,23.881218010374198,91.13720714624793,1536.0
N102,201317.0,bridge,A,bridge 653,23.8874418515576,91.13351012226765,5.55
N102,201318.0,link,,link 660,23.8901867315911,91.13227071218422,934.0
N102,201319.0,bridge,C,bridge 654,23.8929316116246,91.1310313021008,21.225
N102,201320.0,link,,link 661,23.898321721483903,91.12876862791605,1297.0
N102,201321.0,bridge,C,bridge 655,23.9037118313432,91.1265059537313,49.575
N102,201322.0,link,,link 662,23.9084857062041,91.124914298981,1112.0
N102,201323.0,bridge,A,bridge 656,23.913259581065,91.1233226442307,5.6
N102,201324.0,link,,link 663,23.9174728108355,91.12192733332745,990.0
N102,201325.0,bridge,A,bridge 657,23.921686040606,91.1205320224242,5.6
N102,201326.0,link,,link 664,23.92365204995415,91.11988294260745,454.0
N102,201327.0,bridge,B,bridge 658,23.9256180593023,91.1192338627907,12.0
N102,201328.0,link,,link 665,23.70229482965115,91.11869993139535,0.0
N102,100002.0,intersection,,N1toN102,23.4789716,91.118166,0.0
N102,201330.0,link,,link 666,23.70589250227815,91.11748907278175,843.0
N102,201331.0,bridge,D,bridge 659,23.9328134045563,91.1168121455635,48.4
N102,201332.0,link,,link 667,23.940024567465848,91.11683121373736,1636.0
N102,201333.0,bridge,B,bridge 660,23.9472357303754,91.1168502819112,3.0
